Sample Input,Translation,Ground Truth
"McDermott announced in an interview with the ""Süddeutschen Zeitung"" (Thursday's edition) that he will come back to Germany in October and take over the lead at the software group again.","McDermott hat in einem Interview mit der ""Süddeutschen Zeitung"" (Thursday's edition) angekündigt, dass er im Oktober nach Deutschland zurückkehren und die Führungsrolle bei der Softwaregruppe wieder übernehmen wird.","McDermott kündigte in einem Interview mit der ""Süddeutschen Zeitung"" (Donnerstagsausgabe) an, er werde im Oktober wieder nach Deutschland kommen und weiter den Softwarekonzern führen."
"""I am definitely there for SAP, completely involved in my job.""","""Ich bin definitiv für SAP da, voll in meinen Job eingebunden.""","""Ich bin voll für SAP da, voll in meinem Job."""
"""I have of course been in regular contact with the board and its chairman, Hasso Plattner, the whole time,"" McDermott told the ""SZ"".","""Ich habe natürlich die ganze Zeit regelmäßig mit dem Vorstand und seinem Vorsitzenden Hasso Plattner in Kontakt gesetzt"", sagte McDermott der ""SZ"".","""Selbstverständlich stand ich die ganze Zeit in regelmäßigem Kontakt mit dem Aufsichtsrat und dessen Vorsitzenden Hasso Plattner"", sagte McDermott der ""SZ""."
"McDermott normally commutes between Germany and the USA, but since the summer he has no longer been in the SAP German headquarters in Walldorf.","McDermott verkehrt normalerweise zwischen Deutschland und den USA, aber seit dem Sommer ist er nicht mehr im SAP-Deutschland-Hauptquartier in Walldorf.","McDermott pendelt üblicherweise zwischen Deutschland und den USA, seit dem Sommer aber war er nicht mehr in der deutschen SAP-Zentrale in Walldorf."
"Ii is important to him to go public with such a personal story, the manager told the ""SZ"": ""It could happen to anyone"".","Ii ist wichtig für ihn, mit einer solchen persönlichen Geschichte öffentlich zu gehen, erzählte der Manager der ""SZ"": ""Es könnte mit irgendjemandem passieren"".","Ihm sei es wichtig, mit einer solch persönlichen Geschichte an die Öffentlichkeit zu gehen, sagte der Manager der ""SZ"": ""Jedem kann so etwas passieren."""
"""The important thing is to get up again if you fall down.""","""Das Wichtigste ist es, wieder aufzustehen, wenn man niederfällt.""","""Wichtig ist, wieder aufzustehen, wenn man hingefallen ist."""
McLaren reserve driver Magnussen out of action…,McLaren Reserve Fahrer Magnussen aus der Aktion...,McLaren-Ersatzpilot Magnussen außer Gefecht ...
Magnussen twittered a photo of the damage and explained that he received the injury falling from a bike.,"Magnussen twitterte ein Foto der Schäden und erklärte, dass er die Verletzung von einem Bike gefallen.","Magnussen twitterte ein entsprechendes Foto und erklärte, er habe die Verletzung erlitten, als er vom Rad gestürzt sei."
"This means that his chances of being reserve driver to the two main drivers, Fernando Alonso and Jenson Button, for the night race in Singapore at the weekend are as slim as those for the Grand Prix in Japan a week later.","Das bedeutet, dass seine Chancen, Reservefahrer für die beiden Hauptfahrer, Fernando Alonso und Jenson Button, für das Nachtrennen in Singapur am Wochenende sind so gering wie diejenigen für den Grand Prix in Japan eine Woche später.","Er kommt daher beim Nachtrennen in Singapur am Wochenende ebenso wenig als Reservefahrer für die beiden Stammpiloten Fernando Alonso und Jenson Button infrage, wie eine Woche später beim Großen Preis von Japan."
Football: BVB v Krasnodar without Reus: Weidenfeller in goal,Fußball: BVB v Krasnodar ohne Reus: Weidenfeller im Tor,Fußball: BVB ohne Reus gegen Krasnodar: Weidenfeller im Tor
All hopes have been crushed for Borussia Dortmund that Marco Reus might make a comeback in the first group match of the European league.,"Für Borussia Dortmund wurden alle Hoffnungen zerstört, dass Marco Reus im ersten Gruppenspiel der europäischen Liga ein Comeback machen könnte.",Bei Borussia Dortmund haben sich alle Hoffnungen auf ein Comeback von Marco Reus im ersten Gruppenspiel der Europa League endgültig zerschlagen.
The international player will also be missing from the German Bundesliga leader's match in its dual with FK Krasnodar on Thursday (7 p.m. on Sky).,Der internationale Spieler wird auch aus dem Spiel des deutschen Bundesligaführers in seinem Doppelspiel mit FK Krasnodar am Donnerstag (7.00 Uhr auf Sky) fehlen.,Der Nationalspieler wird dem Tabellenführer der Fußball-Bundesliga auch im Duell mit dem FK Krasnodar am Donnerstag (19.00 Uhr/Sky) fehlen.
"""Unfortunately he isn't in the running,"" said Thomas Tuchel on Wednesday.","""Unglücklicherweise ist er nicht im Laufe"", sagte Thomas Tuchel am Mittwoch.","""Wir können auf ihn leider nicht zurückgreifen"", sagte Thomas Tuchel am Mittwoch."
"The BVB coach is leaving it open as to whether Reus will be there on Sunday in the Bundesliga top match against Leverkusen: ""We are expecting him to return to training on Friday"".","Der BVB-Bachmann lässt es offen, ob Reus am Sonntag im Top-Finale gegen Leverkusen dort sein wird: ""Wir erwarten, dass er am Freitag wieder in die Ausbildung zurückkehrt"".","Ob Reus am Sonntag im Bundesliga-Topspiel gegen Leverkusen wieder dabei sein wird, ließ der BVB-Coach offen: ""Wir rechnen mit einer Rückkehr von ihm ins Training am Freitag""."
"In light of the heavy burden on his professionals, Tuchel does not want to change his first choice 11 just because of Reus's position.","Angesichts der schweren Belastung für seine Profis will Tuchel seine erste Wahl 11 nicht ändern, nur wegen Reuss Position.",Angesichts der hohen Belastung seiner Profis wird Tuchel seine Stammelf nicht nur auf der Reus-Position verändern.
So he has announced a change of goalkeeper.,So hat er eine nderung des Torkeepers angekündigt.,So kündigte er einen Wechsel auf der Torhüterposition an.
Thus Roman Weidenfeller is taking the place of regular keeper Roman Bürki.,Roman Weidenfeller tritt somit an die Stelle des regelmässigen Hüters Roman Bürki.,Deshalb nimmt Roman Weidenfeller den Platz von Stammkeeper Roman Bürki ein.
"""He's training at absolute top level,"" praised the world champion's football coach.","""Er trainiert auf absoluter Spitze"", lobte den Fußballtrainer des Weltmeisters.","""Er trainiert auf einem absoluten Top-Niveau"", lobte der Fußball-Lehrer den Weltmeister."
Tuchel is leaving it open as to whether Weidenfelder will be used in all European league matches in the future.,"Tuchel lässt es offen, ob Weidenfelder in Zukunft in allen europäischen Ligaspielen eingesetzt wird.","Ob Weidenfeller in Zukunft in allen Europa-League-Spielen zum Einsatz kommt, ließ Tuchel jedoch offen."
It is highly likely that he will also play the second game.,"Es ist sehr wahrscheinlich, dass er auch das zweite Spiel spielen wird.",Mit hoher Wahrscheinlichkeit wird er auch die zweite Partie bestreiten.
"Midfielder Julian Weigl considers team mate Reus's brisk statement that the final of the European league must be BVB's objective quite understandable: ""Marco isn't so far off the mark with that"".","Der deutsche Premier League-Staat hat es geschafft, seinen ersten Platz in der Liga zu erobern.","Die forsche Aussage von Mitspieler Reus, dass der Finaleinzug für den BVB in der Europa League das Ziel sein müsse, hält Mittelfeldspieler Julian Weigl für nachvollziehbar: ""Damit liegt Marco nicht so falsch."""
"""I think we've got a good chance of picking up the title.""","""Ich denke, wir haben eine gute Chance, den Titel zu gewinnen.""","""Ich denke, dass wir eine gute Chance haben, den Titel abzugreifen."""
Robot cars: Government wants Germany to take a leading role,"Roboterautos: Die Regierung will, dass Deutschland eine führende Rolle übernimmt",Roboterautos: Regierung will Vorreiterrolle für Deutschland
The Federal Government wants Germany to be technological leaders in changes to cars.,"Die Bundesregierung wünscht, dass Deutschland bei den nderungen an Autos technologisch führend sein wird.",Deutschland soll nach dem Willen der Bundesregierung beim Wandel des Autos technologischer Vorreiter sein.
"On Wednesday the German cabinet resolved on a policy document introduced by the Minister of Transport Alexander Dobrindt (CSU) which provides, among other things, for investment in development of digital infrastructure.","Am Mittwoch hat das deutsche Kabinett ein vom Verkehrsminister Alexander Dobrindt (CSU) eingeführtes politisches Dokument beschlossen, das unter anderem Investitionen in die Entwicklung digitaler Infrastruktur vorsieht.","Das Bundeskabinett beschloss am Mittwoch ein Strategiepapier aus dem Haus von Verkehrsminister Alexander Dobrindt (CSU), das unter anderem Investitionen in den Ausbau digitaler Infrastruktur vorsieht."
"Dobrindt spoke in Frankfurt on Wednesday, on the brink of the IAA motor show, about a ""new era of mobility"".","Dobrindt sprach am Mittwoch in Frankfurt, am Rande der IAA Motorshow, über eine ""neue Zeit der Mobilität"".","Dobrindt sprach am Mittwoch in Frankfurt am Rande der Automesse IAA von einem ""neuen Mobilitäts-Zeitalter""."
"Automated and networked driving will increase traffic safety and ensure fewer traffic jams, said Dobrindt.","Automatisches und vernetztes Fahren wird die Verkehrssicherheit erhöhen und weniger Staus sicherstellen, sagte Dobrindt.","Das automatisierte und vernetzte Fahren werde die Verkehrssicherheit erhöhen und für weniger Staus sorgen, sagte Dobrindt."
"He wants to discuss the topic with his counterparts from the G7 countries, who are also meeting with representatives of industry at the IAA.","Er möchte das Thema mit seinen Kollegen aus den G7-Ländern diskutieren, die sich auch mit Vertretern der Industrie bei der IAA treffen.","Er will das Thema auch mit seinen Amtskollegen aus den G7-Staaten besprechen, die auf der IAA auch mit Vertretern der Industrie zusammenkommen."
The Transport Ministry policy document stressed among other things the importance of the development of mobile broadband and a rapid switch to digital radio.,Im Politikdokument des Verkehrsministeriums wurde unter anderem die Bedeutung der Entwicklung mobiler Breitbandnetze und eines schnellen Wechsels zum digitalen Funk hervorgehoben.,Das Strategiepapier des Verkehrsministeriums betont unter anderem die Bedeutung des mobilen Breitband-Ausbaus und eines zügigen Umstiegs auf digitalen Hörfunk.
There is currently a test area on the A9 motorway to try out the new technology.,"Derzeit gibt es einen Testbereich auf der Autobahn A9, um die neue Technologie auszuprobieren.",Zur Erprobung neuer Technik entsteht derzeit eine Teststrecke auf der Autobahn 9 in Bayern.
"In order that ""no extra liability risk will be imposed"" on drivers, the government wants to ""examine and, where necessary, adapt"" legal parameters to the new developments.","Um den Fahrern ""kein zusätzliches Haftungsrisiko"" aufzuerlegen, will die Regierung die gesetzlichen Parameter an die neuen Entwicklungen ""examinen und gegebenenfalls anpassen"".","Damit dem Fahrer ""keine zusätzlichen Haftungsrisiken aufgebürdet werden"", will die Bundesregierung die rechtlichen Rahmenbedingungen ""überprüfen und, wo nötig, an die neuen Entwicklungen anpassen""."
Germany wants to agree on international provisions for the speed limit for driverless cars to be raised from 10 to 130 kilometers per hour.,Deutschland will sich auf internationale Bestimmungen zur Erhöhung der Geschwindigkeitsbegrenzung für fahrerlose Autos von 10 auf 130 Kilometer pro Stunde einigen.,"So will sich Deutschland etwa international dafür einsetzen, dass die zulässige Höchstgeschwindigkeit für selbstfahrende Autos von 10 auf 130 Stundenkilometer angehoben wird."
"The German government also wants to reach an agreement on changes to the Vienna Convention, which to date only provides for human beings as drivers.","Die deutsche Regierung will auch eine Einigung über nderungen des Wiener Übereinkommens erzielen, das bisher nur Menschen als Kraftfahrer vorsieht.","Die Bundesregierung will sich außerdem für eine Änderung des Wiener Übereinkommens einsetzen, das bislang nur den Menschen als Fahrer vorsieht."
With automatic driving the car increasingly takes control and the driver becomes more and more the passenger.,Mit dem automatischen Fahren übernimmt das Auto zunehmend die Kontrolle und der Fahrer wird immer mehr der Passagier.,"Beim automatisierten Fahren übernimmt in zunehmendem Maße das Auto die Führung, der Fahrer wird mehr und mehr zum Passagier."
The technology is primarily based on sensors and cameras which capture the environment and process data in seconds.,"Die Technologie basiert in erster Linie auf Sensoren und Kameras, die die Umgebung erfassen und Daten in Sekunden verarbeiten.","Die Technologie basiert vor allem auf Sensoren und Kameras, die die Umgebung erfassen und die Daten in Sekundenschnelle verarbeiten."
"According to a study submitted by the Ministry of the Environment, highly automated driving will be technically possible on motorways by 2020.",Laut einer vom Umweltministerium vorgelegten Studie wird das hochautomatische Fahren auf Autobahnen bis 2020 technisch möglich sein.,Nach einer vom Wirtschaftsministerium vorgelegten Studie wird hochautomatisiertes Fahren auf Autobahnen bis 2020 technisch möglich sein.
"However driverless vehicles ""are not anticipated until 2020"" on public roads.","Allerdings werden fahrerlose Fahrzeuge ""vor 2020"" auf öffentlichen Straßen erwartet.","Trotzdem seien fahrerlose Fahrzeuge auf öffentlichen Straßen ""erst weit nach 2020 zu erwarten""."
The authors of the study estimate the added value in the field of driver assistance systems and highly automated driving functions in Germany will be around €8.4 billion for 2025.,"Die Verfasser der Studie schätzen den Mehrwert im Bereich der Fahrerassistenzsysteme und hoch automatisierten Lenkfunktionen in Deutschland für 2025 auf rund 8,4 Mrd. €.","Die Wertschöpfung im Bereich der Fahrerassistenzsysteme und der hochautomatisierten Fahrfunktionen am Standort Deutschland schätzen die Autoren der Studie für 2025 auf rund 8,4 Milliarden Euro."
"""Digital networking of cars can lead to greater safety and efficiency in road traffic,"" says SPD transport politician Sören Bartol.","""Digitale Vernetzung von Autos kann zu mehr Sicherheit und Effizienz im Straßenverkehr führen"", sagt SPD-Verkehrspolitiker Sören Bartol.","""Die digitale Vernetzung des Pkws kann zur mehr Sicherheit und Effizienz im Straßenverkehr führen"", sagte der SPD-Verkehrspolitiker Sören Bartol."
However the issue of liability for accidents and the security of drivers' personal data must be conclusively clarified.,Die Frage der Haftung für Unfälle und der Sicherheit personenbezogener Daten der Fahrer muss jedoch schlüssig geklärt werden.,Die Frage der Haftung bei Unfällen und die Sicherheit der persönlichen Daten der Fahrer müsse aber eindeutig geklärt sein.
And Germans still view driverless cars sceptically – much more than the French or Americans.,Und die Deutschen sehen weiterhin fahrerlose Autos skeptisch – viel mehr als die Franzosen oder Amerikaner.,Noch sehen die Deutschen selbstfahrende Autos allerdings skeptisch - viel mehr als Franzosen oder Amerikaner.
"A survey by the Forsa Institute commissioned by the testing organisation Dekra, presented to the IAA on Wednesday, concludes that only eight percent of Germans believe that autonomously driven vehicles will catch on in the coming 10 years, 32 percent estimate it will take 20 years and 31 percent do not believe it will happen at all.","Eine am Mittwoch der IAA vorgestellte Umfrage des Forsa-Instituts, die von der Prüforganisation Dekra in Auftrag gegeben wurde, ergab, dass nur acht Prozent der Deutschen glauben, dass Automatikfahrzeuge in den kommenden 10 Jahren anfangen werden, 32 Prozent schätzen, dass es 20 Jahre dauern wird und 31 Prozent glauben, dass es überhaupt nicht passieren wird.","Eine am Mittwoch auf der AA vorgelegte Umfrage des Forsa-Instituts im Auftrag der Prüforganisation Dekra kommt zu dem Ergebnis, dass nur acht Prozent der Deutschen glauben, dass sich autonom fahrende Autos in den kommenden zehn Jahren durchsetzen werden, 32 Prozent rechnen erst in 20 Jahren damit, 31 Prozent glauben überhaupt nicht daran."
In France 21 percent of those asked expect to see autonomously driven cars by 2025 and in the USA 33 percent.,"In Frankreich erwarten 21 Prozent der Befragten, bis 2025 autonome Autos zu sehen, und in den USA 33 Prozent.","In Frankreich rechnen 21 Prozent der Befragten bis 2025 mit autonom fahrenden Autos, in den USA 33 Prozent."
Anyway drivers in Germany are not yet ready to rely on a completely self driven car.,"Jedenfalls sind die Fahrer in Deutschland noch nicht bereit, sich auf ein völlig selbstfahrendes Auto zu verlassen.","Ohnehin sind die Autofahrer in Deutschland noch nicht bereit, sich komplett auf ein selbstfahrendes Fahrzeug zu verlassen."
"According to a survey by the digital association Bitkom, only seven percent agree that control should be handed over to the car during the entire journey on all roads.","Laut einer Umfrage des digitalen Verbandes Bitkom sind nur sieben Prozent einverstanden, dass die Kontrolle an das Auto während der gesamten Fahrt auf allen Straßen übergeben werden sollte.","Nach einer Erhebung des Digitalverbands Bitkom würden nur sieben Prozent zustimmen, die Kontrolle während der gesamten Fahrt auf allen Straßen abzugeben."
"Nevertheless, 15 percent could imagine this happening on motorways in free-flowing traffic and 45 percent in traffic jams.",Trotzdem könnten sich 15 Prozent dies auf den Autobahnen im freien Verkehr und 45 Prozent in Staus vorstellen.,"Auf der Autobahn könnten sich das im fließenden Verkehr immerhin 15 Prozent vorstellen, im Stau 45 Prozent."
Approximately one in four would never give control to the car under any circumstances.,Etwa jeder vierte würde das Auto unter keinen Umständen kontrollieren.,Gut jeder Vierte würde dem Auto die Kontrolle unter keinen Umständen überlassen.
Boll not to play in team and doubles in European Championship,Boll nicht in Team und Doppel in der Europäischen Meisterschaft spielen,Boll sagt Team- und Doppelstart bei Tischtennis-EM ab
"As things stand, the Dusseldorf player plans to play only in the singles in the competition, running from 25 September to 4 October.","Der Dusseldorfer Spieler plant, im Wettbewerb vom 25. September bis 4. Oktober nur in den Singles zu spielen.",Der Düsseldorfer will nach jetzigem Stand bei den Titelkämpfen vom 25. September bis 4. Oktober nur im Einzel aufschlagen.
The final decision will be made on 22 September.,Die endgültige Entscheidung wird am 22. September getroffen werden.,Die endgültige Entscheidung soll spätestens am 22. September fallen.
"""It is a major loss for our team.""","""Es ist ein großer Verlust für unser Team.""","""Das ist ein Riesenverlust für unser Team."""
"""The lads heard about it this morning.""","""Die Lads haben heute Morgen davon gehört.""","""Die Jungs haben es am Morgen erfahren."""
"""But we are strong enough to pick up the title without Timo,"" said national coach Jörg Rosskopf during European Championship training in Dusseldorf.","""Wir sind aber stark genug, um den Titel ohne Timo zu gewinnen"", sagte der Nationaltrainer Jörg Rosskopf während des Trainings der Europameisterschaft in Düsseldorf.","""Wir sind aber stark genug, auch ohne Timo den Titel zu holen"", sagte Bundestrainer Jörg Roßkopf während des EM-Lehrgangs in Düsseldorf."
At this time Boll was on a flight to a long arranged appointment with sponsors in China.,Zu dieser Zeit war Boll auf einem Flug zu einem lang angelegten Termin mit Sponsoren in China.,Boll befand sich zu diesem Zeitpunkt auf dem Flug zu einem langfristig vereinbarten Sponsorentermin in China.
The 34-year-old German champion is expected back on Friday.,Der 34-jährige deutsche Meister wird am Freitag erwartet.,Der 34 Jahre alte deutsche Meister wird am Freitag zurückerwartet.
"""Without Timo we have the disadvantage of no longer being the clear favourites,"" declared individual European champion Dimitrij Ovcharov.","""Ohne Timo haben wir den Nachteil, nicht mehr die klaren Favoriten zu sein"", erklärte der einzelne europäische Meister Dimitrij Ovcharov.","""Ohne Timo ist das Nachteil, wir sind jetzt nicht mehr so ein klarer Favorit"", erklärte Einzel-Europameister Dimitrij Ovtcharov."
"But the Hamelin player, who is the top seed in Ekaterinburg, also remembers the European Championship in Schwechat in 2013.","Aber der Hamelin-Spieler, der in Ekaterinburg der Spitzenplatz ist, erinnert sich auch an die Europameisterschaft in Schwechat im Jahr 2013.","Der Hamelner, der die Setzliste in Jekaterinburg anführt, erinnerte aber auch an die EM 2013 in Schwechat."
"""We didn't have Timo then either, and we still became European Champions.""","""Wir hatten damals auch nicht Timo, und wir wurden immer noch europäische Champions"".","""Damals hat Timo ebenfalls gefehlt, und wir sind Europameister geworden."""
"""That is what we need to focus on,"" declared the world number five.","""Auf diesem Punkt müssen wir uns konzentrieren"", erklärte die Welt Nr. 5.","""Daran sollten wir uns orientieren"", erklärte der Weltranglisten-Fünfte."
"The English football national player Luke Shaw, of Manchester, United has sustained a severe injury to his right leg.","Der englische Fußball-Nationalspieler Luke Shaw, von Manchester, United, hat eine schwere Verletzung seines rechten Beins erlitten.",Der englische Fußball-Nationalspieler Luke Shaw von Manchester United hat sich eine schwere Verletzung am rechten Bein zugezogen.
"In the course of the tackle in the Champions League game with PSV Eindhoven, the defender was hit by Héctor Moreno and after a long bout of treatment was replaced.",Im Laufe der Übergabe im Champions League-Spiel mit PSV Eindhoven wurde der Verteidiger von Héctor Moreno getroffen und nach einer langen Behandlung ersetzt.,Beim Champions-League-Spiel bei der PSV Eindhoven wurde der Verteidiger bei einem Tackling von Héctor Moreno getroffen und nach langer Behandlung ausgewechselt.
Initial diagnosis indicates that the 20-year-old who used to play with Bastian Schweinsteiger has broken his tibia.,"Die erste Diagnose zeigt, dass der 20-jährige, der früher mit Bastian Schweinsteiger spielte, sein Tibia gebrochen hat.",Die erste Diagnose deutete bei dem 20 Jahre alten Mitspieler von Bastian Schweinsteiger auf einen Schienbeinbruch hin.
Gaultier feels too old to be an enfant terrible,"Gaultier fühlt sich zu alt, um ein Kind schrecklich zu sein",Gaultier fühlt sich zu alt für ein Enfant terrible
It is a mixture of a huge fashion show and a waxworks chamber of horrors: designer Jean Paul Gaultier (63) presented an exhibition of his work in Munich on Wednesday.,Es ist eine Mischung aus einer riesigen Modeshow und einer Wachswerkskammer der Schrecken: Designer Jean Paul Gaultier (63) präsentierte am Mittwoch in München eine Ausstellung seines Werkes.,Es ist eine Mischung aus ganz großer Modenschau und einem Wachsfiguren-Gruselkabinett: Der Designer Jean Paul Gaultier (63) hat am Mittwoch in München eine Ausstellung über sein Werk vorgestellt.
The highlights: mannequins which look alarmingly human thanks to video projection.,"Die Highlights: Mannequins, die dank der Videoprojektion alarmierend menschlicher Aussehen aussehen.","Die Höhepunkte: Schaufensterpuppen, die dank Videoprojektionen erschreckend menschlich aussehen."
"They wear the French designer's spectacular creations, which among other things became the big star of the fashion scene with Madonna's stage outfits - and also put men in skirts.","Sie tragen die spektakulären Kreationen des französischen Designers, die unter anderem mit Madonnas Bühnen Outfits zum großen Star der Modeszene wurden - und auch Männer in Röcken setzen.","Sie tragen die spektakulären Kreationen des französischen Designers, der unter anderem mit Madonnas Bühnenoutfits zum großen Star der Modeszene wurde - und damit, dass er Männer in Röcke steckte."
"""These days I can't say I'm the enfant terrible of haute couture any longer, because I have white hair.""","""Diese Tage kann ich nicht sagen, ich bin das Kind schrecklich von Haute Couture mehr, weil ich weißes Haar habe.""","""Ich kann heute nicht mehr sagen, dass ich das Enfant terrible der Haute Couture bin, weil ich weißes Haar habe."""
"“It used to be bleached, nowadays it's real,” says Gaultier.","„Früher wurde es verwischt, heutzutage ist es wirklich“, sagt Gaultier.","""Früher war es gebleicht, inzwischen ist es echt"", sagte Gaultier."
"For visitors to the exhibition, ""From the Sidewalk to the Catwalk"", which can be seen in the Kunsthalle at the Hypo Culture Foundation from 1 September, it is fortunate that the fashion designer has changed his initially reluctant attitude to a show about his own character.","Für die Besucher der Ausstellung ""From the Sidewalk to the Catwalk"", die ab 1. September in der Kunsthalle der Hypo Culture Foundation gesehen werden kann, ist es glücklich, dass der Modedesigner seine ursprünglich zögerliche Haltung zu einer Show über seinen eigenen Charakter geändert hat.","Für die Besucher der Ausstellung ""From The Sidewalk To The Catwalk"" (Vom Bürgersteig auf den Laufsteg), die vom 18. September an in der Kunsthalle der Hypo-Kulturstiftung zu sehen ist, ist es ein Glück, dass der Modeschöpfer seine anfangs ablehnende Haltung zu einer Schau über seine Person geändert hat."
"Originally he was against it because, ""For me an exhibition sounded a bit like death,"" he said.","Ursprünglich war er dagegen, weil ""für mich eine Ausstellung ein bisschen wie Tod klang"", sagte er.","Eigentlich sei er dagegen gewesen, denn: ""Für mich klang eine Ausstellung ein bisschen nach Tod"", sagte er."
"When you die, you get put into a museum.","Wenn Sie sterben, werden Sie in ein Museum gebracht.","Wenn man stirbt, kommt man ins Museum."
"This remarkable collection has already been staged in Montreal, Canada, and in Paris.","Diese bemerkenswerte Sammlung wurde bereits in Montreal, Kanada und Paris inszeniert.",Die beeindruckende Sammlung hatte vorher schon im kanadischen Montreal und in Paris Station gemacht.
"It's about a lot more than beautiful clothes,"" says the director of the Kunsthalle, Roger Diederen.","Es geht um viel mehr als um schöne Kleidung"", sagt der Direktor der Kunsthalle, Roger Diederen.","""Es geht um so viel mehr als nur schöne Kleider"", sagte der Direktor der Kunsthalle, Roger Diederen."
"It is about tolerance, acceptance and the vision of an open society.","Es geht um Toleranz, Akzeptanz und die Vision einer offenen Gesellschaft.","Es gehe um Toleranz, Akzeptanz und die Vision einer offenen Gesellschaft."
The exhibits provide an insight into the hard to overlook work of the man who wrote the history of fashion without ever having finished his education.,"Die Ausstellungen vermitteln einen Einblick in die schwer zu übersehende Arbeit des Mannes, der die Geschichte der Mode schrieb, ohne jemals seine Ausbildung beendet zu haben.","Die Exponate geben einen Einblick in das kaum noch zu überblickende Werk des Mannes, der Modegeschichte geschrieben hat, ohne jemals eine Ausbildung absolviert zu haben."
"The show is not constructed chronologically, but it is a brilliantly choreographed complete work of art which has involved a great deal of effort: for example a stylist has been engaged especially to look after the mannequins' hair.","Die Show ist nicht chronologisch konstruiert, aber es handelt sich um ein genial choreographiertes komplettes Kunstwerk, das große Anstrengungen erfordert hat: zum Beispiel wurde ein Stylist besonders engagiert, um die Haare der Mannequins zu pflegen.","Chronologisch ist die Schau nicht aufgebaut, aber sie ist ein hervorragend choreographiertes Gesamtkunstwerk, für das viel Aufwand betrieben wurde: Um die Puppen zu frisieren, wurde zum Beispiel eigens ein Stylist engagiert."
"According to curator Thierry-Maxime Loriot, the creators carted 14 tonnes of material to Munich.",Der Kurator Thierry-Maxime Loriot hat 14 Tonnen Material nach München kartiert.,14 Tonnen Material haben die Macher nach Angaben des Kurators Thierry-Maxime Loriot nach München gekarrt.
Shortly before the start of Oktoberfest there was also a special treat in store: a Lederhosen outfit with a corset.,Kurz vor Beginn des Oktoberfestes gab es auch einen besonderen Empfang: ein Lederhosen Outfit mit Korsett.,Kurz vor dem Start des Oktoberfestes war noch ein besonderes Schmankerl dabei: ein Lederhosen-Outfit mit Korsett.
Heidi meets Madonna,Heidi trifft Madonna,Heidi meets Madonna.
"He has always been interested in strong women (""Women are cleverer than men"") and in people who are a little different, says Gaultier.","Er war immer an starken Frauen interessiert (""Frauen sind klüger als Männer"") und an Menschen, die etwas anders sind, sagt Gaultier.","Er habe sich immer für starke Frauen interessiert (""Frauen sind schlauer als Männer"") und für Menschen, die ein bisschen anders sind, sagte Gaultier."
Even Gaultier's old teddy is on show in the exhibition.,Auch Gaultiers alter Teddy ist in der Ausstellung auf der Messe.,Auch Gaultiers alter Teddy ist in der Ausstellung zu sehen.
"He represents the designer's first, tentative steps at fashion.","Er repräsentiert die ersten, zögerlichen Schritte des Designers in der Mode.","Er steht für die ersten, zaghaften modischen Gehversuche des Designers."
"As a child (he was not a good pupil and he was bad at football), he dressed his teddy in bras and dresses.","Als Kind (er war kein guter Schüler und er war schlecht am Fußball), kleidete er seinen Teddy in Bras und Kleidern.","Als Kind (er war kein guter Schüler und schlecht im Fußball) habe er seinem Teddy BHs und Kleider angezogen, sagte Gaultier."
His parents did not allow him to play with dolls.,"Seine Eltern erlaubten ihm nicht, mit Puppen zu spielen.","Mit einer Puppe zu spielen, hätten seine Eltern ihm nicht erlaubt."
Later he taught himself fashion design.,Später lernte er Modedesign.,Das Entwerfen von Mode habe er sich später dann selbst beigebracht.
"He stole fashion magazines and scrutinised other designers' creations, Gaultier told us in Munich.","Er stolperte Modemagazine und überprüfte die Kreationen anderer Designer, erzählte uns Gaultier in München.","Er stahl Modezeitschriften und sah sich die Entwürfe anderer Designer an, wie Gaultier in München erzählte."
"Of course, later I bought them.","Natürlich, später kaufte ich sie.",Später habe ich die dann aber natürlich gekauft.
He was not able to pay the models for his first fashion show.,"Er war nicht in der Lage, die Modelle für seine erste Modeshow zu bezahlen.",Für seine erste eigene Modenschau habe er die Models nicht bezahlen können.
"They got nothing, but they were allowed to keep the clothes.","Sie bekamen nichts, aber sie durften die Kleidung behalten.","Sie bekamen nichts, durften aber die Klamotten behalten."
Decoration instead of curtains – Plauen lace as a fashion niche,Dekoration anstelle von Vorhängen – Plauen lace als Modenischen Nischen,Schmuck statt Gardine - Plauener Spitze als Mode-Nische
There used to be long embroidery machines in and around Plauen making many metres,"In und um Plauen gab es lange Stickereien, die viele Meter herstellen.","Früher ging es an den langen Stickmaschinen in und um Plauen darum, Meter zu machen."
"of embroidered fabrics and laces in vast quantities for customers who made, for example, table cloths and curtains.","von bestickten Stoffen und Lagen in großen Mengen für Kunden, die zum Beispiel Tischtücher und Vorhänge herstellten.","Die bestickten Stoffe und Spitzen entstanden in großer Menge für Kunden, die sie beispielsweise zu Decken und Gardinen weiterverarbeiteten."
"This is no longer the case today, explains Andreas Reinhardt, managing director of Modespitze Plauen.","Das ist heute nicht mehr der Fall, erklärt Andreas Reinhardt, Geschäftsführer der Modespitze Plauen.","Das allein funktioniert heute nicht mehr, erklärt Andreas Reinhardt, Geschäftsführer der Modespitze Plauen."
"Instead, fashion is once more important.",Stattdessen ist Mode ein weiteres Mal wichtig.,Stattdessen ist die Mode wieder wichtig.
